athlete_id,sex,age,height_cm,weight_kg,decision_ms,attention,upper_watts,grip_kg,plank_sec,agility_ms,years_exp,exp_dinghy,exp_keel,starts,penalties,score_basustu,score_direkdibi,score_piyano,score_trim1,score_trim2,score_anayelken,score_dumen,label_basustu,label_direkdibi,label_piyano,label_trim1,label_trim2,label_anayelken,label_dumen
A017,F,21,178,50,519,0.91,514,24,77,5054,6,0,0,55,4,0.4545264565060757,0.4000642908735189,0.6722240886157812,0.6194937501906762,0.6234124680434254,0.6412332387996215,0.6087939049722498,0,0,1,1,1,1,1
A018,F,19,162,72,359,0.61,614,52,80,4912,0,0,1,42,3,0.4051217897890282,0.7966065553426551,0.32697745297008,0.3553433176186615,0.3380573945129712,0.5301630434661229,0.4108089747190196,0,1,0,0,0,0,0
A019,M,25,186,82,421,0.65,340,42,162,5186,5,1,0,15,1,0.46897588145801333,0.37999057765878674,0.4407348347767509,0.46720270586833335,0.4495731823850223,0.39051795547983037,0.4913305706116452,0,0,0,0,0,0,0
A020,M,24,167,80,609,0.7,380,50,73,5581,2,0,1,18,4,0.10653003152214083,0.3459332423381625,0.21728575322658067,0.18556181618384476,0.18392866842248523,0.21211133744991711,0.1893802349299114,0,0,0,0,0,0,0
A021,M,23,179,70,453,0.9,527,34,136,5187,6,1,1,29,0,0.5731251616547398,0.6021240308365389,0.748002066658966,0.7163712398296397,0.704053793873434,0.7591532270487119,0.7097704616009128,0,1,1,1,1,1,1
A022,M,27,177,72,560,0.89,603,51,171,4870,1,1,1,8,4,0.6383248855668617,0.8358145358567605,0.42755463873237554,0.4630421726842637,0.48101019745266105,0.5677468458545915,0.35666208048741904,1,1,0,0,0,0,0
A023,M,26,179,65,433,0.65,388,27,109,5111,5,1,1,41,2,0.388247797625798,0.28460885208033204,0.44916985843150237,0.44929852871210807,0.4366076722998955,0.4151396014561073,0.49575221633998867,0,0,0,0,0,0,0
A024,M,27,189,76,468,0.91,520,32,143,4597,2,1,1,46,0,0.7682336403929149,0.6282468367399634,0.6693707335899238,0.682399117139128,0.6956549268356975,0.6481780014037676,0.6229974061336264,1,1,1,1,1,1,1
A025,M,22,169,86,558,0.84,339,32,136,4789,5,1,0,22,6,0.5574218204366371,0.2283645492910017,0.46012496528432945,0.4940056893627184,0.5148058023271079,0.33326842854270605,0.40552630331161277,0,0,0,0,0,0,0
A026,F,26,179,87,321,0.77,547,25,67,5064,6,0,0,15,2,0.46294763126468297,0.4825731090603257,0.6639302078330803,0.6859561321497817,0.6563735516952791,0.7534121535612253,0.710470759838562,0,0,1,1,1,1,1
A027,F,22,182,63,601,0.9,492,43,63,4510,4,1,1,36,0,0.5868767688893404,0.6074350641808107,0.583715706726968,0.6220233876000932,0.6609210945773313,0.5741976674274325,0.4959857739098832,0,1,0,1,1,0,0
A028,F,30,174,86,619,0.88,378,55,129,5430,1,1,1,59,3,0.36448629038881736,0.4566602307315773,0.4528716206696669,0.3553264260818477,0.3612685683803858,0.30753424603414764,0.36537162094343884,0,0,0,0,0,0,0
A029,F,21,162,56,337,0.73,555,51,83,4471,8,0,1,78,1,0.6508302414741901,0.7684619089911434,0.7586040833400627,0.7712913932225056,0.7675665716253611,0.7925956572420648,0.8122934647379378,1,1,1,1,1,1,1
A030,M,35,179,61,349,0.81,473,26,173,5532,7,0,1,21,5,0.48219747824983317,0.3793471924414582,0.6673769445721887,0.6201581306206376,0.5769622810203494,0.658655659238391,0.6920529481217808,0,0,1,1,0,1,1
A031,F,25,177,77,427,0.81,322,52,83,4303,7,0,0,18,0,0.7165541206712643,0.4467642526894039,0.681438832533504,0.782410116420046,0.800303093008615,0.5346780932136931,0.6800278795614443,1,0,1,1,1,0,1
A032,F,30,185,52,342,0.7,409,49,108,4976,0,0,1,74,3,0.4973422076085459,0.4766795293378874,0.4828722427278166,0.4464265002214746,0.42379581309917524,0.3871678423930544,0.544264383293725,0,0,0,0,0,0,0
A033,F,26,189,71,367,0.66,597,52,79,4985,1,0,1,72,5,0.39116649364671363,0.7305195502008346,0.4071831967975916,0.37863464485554255,0.35983272236697084,0.530262786044422,0.4727141333110874,0,1,0,0,0,0,0
A034,M,32,168,70,531,0.75,403,44,72,4969,7,1,0,59,3,0.3749484151680371,0.3995929941219408,0.5342627164127326,0.5110956980710114,0.5203440134092452,0.460832054030049,0.5168191546865433,0,0,0,0,0,0,0
A035,F,32,176,78,446,0.68,605,24,177,4485,4,1,1,69,1,0.7198415805803701,0.7195376607603681,0.5006172976159489,0.5316373618955547,0.5455926624673726,0.6398058213693321,0.53347682946679,1,1,0,0,0,1,0
A036,F,34,178,69,342,0.71,577,42,157,5480,5,1,1,47,6,0.4040199119696962,0.6346729738640388,0.5323232562003518,0.47169282152973296,0.42935924152238253,0.6410205820916678,0.5905903967760258,0,1,0,0,0,1,0
A037,F,34,163,52,359,0.91,614,42,131,5177,2,1,1,50,1,0.6128518859825307,0.7766833399353829,0.7492465960768819,0.6888476821176014,0.6612021030306838,0.8009963762017132,0.7393281181187903,1,1,1,1,1,1,1
A038,M,32,167,76,383,0.75,605,31,117,5280,1,0,1,33,0,0.4532036061432294,0.6762292369389017,0.5228734006860684,0.4983677098168,0.47070892538811526,0.6673629561331609,0.5549281667189108,0,1,0,0,0,1,0
A039,M,33,186,70,391,0.82,479,33,93,4622,0,1,0,57,3,0.6330480321156746,0.4783101293896891,0.550179369679583,0.5594734102122835,0.5588756396923291,0.5013097306452794,0.557683550496513,1,0,0,0,0,0,0
A040,M,35,169,90,397,0.71,602,48,106,4772,7,0,0,53,3,0.5364102474642983,0.780790324263379,0.5944447422203423,0.608739819457297,0.6032814372031559,0.7299162159251059,0.6343172339666463,0,1,0,1,1,1,1
A041,M,34,187,82,321,0.92,331,33,64,5198,2,1,1,65,1,0.5180384781188178,0.21394981601393406,0.8122269415634285,0.727532395728403,0.692711347721129,0.5419110117262272,0.8118924937153945,0,0,1,1,1,0,1
A042,F,32,170,79,323,0.81,507,44,75,5142,6,0,0,68,2,0.4761095508810571,0.5655498139316016,0.7776295885143454,0.7126361195332933,0.6803387300071145,0.735978470430146,0.8110012442378215,0,0,1,1,1,1,1
A043,F,32,178,88,535,0.66,418,43,139,5232,3,1,1,63,6,0.32299928923091653,0.40135039613059925,0.2878861405411755,0.24253180705512656,0.24216754881607816,0.2673174278464484,0.2972297860849596,0,0,0,0,0,0,0
A044,F,29,167,90,562,0.63,554,44,137,5061,8,0,0,48,1,0.3824602556271554,0.7135234330385204,0.4205614528414928,0.4202196198687901,0.43105532188295015,0.5785665879368075,0.43024999802156205,0,1,0,0,0,0,0
A045,M,33,169,58,584,0.9,388,44,86,5176,3,1,1,13,2,0.40943385638137025,0.3888231100537274,0.5085153391443492,0.4997962043038259,0.5098151363184218,0.4203862564928085,0.4264710250563424,0,0,0,0,0,0,0
A046,F,22,175,87,335,0.9,411,36,101,5179,8,0,0,46,2,0.5588357401596362,0.3761395610868743,0.8863039136551303,0.8326383468476677,0.8009012037514649,0.7355715774093352,0.8875371915400889,0,0,1,1,1,1,1
A047,M,18,167,72,479,0.8,457,47,119,5401,6,1,1,30,4,0.36850750399678706,0.4949268989378368,0.5515726212618304,0.5091177104287661,0.4927821796916434,0.5406774480217692,0.5358953639322371,0,0,0,0,0,0,0
A048,M,25,177,72,346,0.61,493,49,165,5323,1,0,0,35,2,0.4355067386102392,0.643972764782823,0.37005422538886723,0.35967782940299475,0.3241507532225716,0.4562102938080458,0.4582335732247489,0,1,0,0,0,0,0
A049,M,19,186,50,334,0.67,497,34,90,4786,0,0,1,57,5,0.49485186734030806,0.4649273891915485,0.40044239974059537,0.4139401638122657,0.39739936192116315,0.43084663859621436,0.47388512556147877,0,0,0,0,0,0,0
A050,M,20,180,70,547,0.86,614,25,73,5173,5,0,0,57,5,0.35690006406292696,0.5323889964548951,0.555161253591202,0.4935844966454389,0.4975334168144715,0.6523272012736554,0.49799152140389064,0,0,0,0,0,1,0
A051,F,28,173,81,600,0.88,549,35,154,5290,4,1,1,26,1,0.47684181739472287,0.6341383020887591,0.5324966470194427,0.49596512442982466,0.5042030350046928,0.60426154095909,0.4513511623433606,0,1,0,0,0,1,0
A052,M,25,172,94,334,0.75,419,29,178,4764,2,0,1,67,0,0.7425514515085901,0.4664728201908166,0.6347892462936832,0.6248536376260323,0.6091728826465788,0.5340429854520633,0.6832319721926916,1,0,1,1,1,0,1
A053,M,25,186,75,571,0.72,501,55,137,5155,5,1,0,78,3,0.3881305714584541,0.6744958590595942,0.4436810761434504,0.3777119649890171,0.3863779378303524,0.46601113275867734,0.42223458796660435,0,1,0,0,0,0,0
A054,M,21,174,82,331,0.69,536,23,147,4486,2,0,1,73,6,0.6909570196350349,0.49679103853118256,0.4797807158274315,0.503715595582272,0.49840103388194645,0.5187551540007647,0.5479767861494481,1,0,0,0,0,0,0
A055,F,24,187,58,390,0.64,485,29,158,5037,7,0,1,53,1,0.5180969653202872,0.5132245291260015,0.557068418596723,0.5512220278558163,0.5342334210585789,0.6039763441854354,0.6211570473984055,0,0,0,0,0,1,1
A056,F,19,189,66,547,0.64,477,46,175,4317,3,1,0,14,0,0.7016572348545624,0.7170510667830903,0.28976147956152687,0.4210587610299724,0.45847132467044094,0.40740711037198507,0.3013417471593717,1,1,0,0,0,0,0
A057,F,26,167,55,389,0.9,526,48,74,5082,5,1,1,61,2,0.5163189274487119,0.6289773734969414,0.7864236822624118,0.7238639202435836,0.7049489025013422,0.7426018610121405,0.7695967594785347,0,1,1,1,1,1,1
A058,M,35,180,95,431,0.86,468,32,79,4602,5,0,1,58,4,0.6121738821446192,0.4268149652337929,0.6701692381612836,0.6742075098484978,0.6810805633679953,0.5965858411819456,0.651795492595916,1,0,1,1,1,0,1
A059,M,31,175,56,488,0.65,377,38,173,5477,6,1,0,74,1,0.3629993086517534,0.3932779790826497,0.4894444976128335,0.4020544137998716,0.3842528286358189,0.40871560059515644,0.5176322066919498,0,0,0,0,0,0,0
A060,M,28,167,56,379,0.67,403,51,117,4421,2,1,1,48,5,0.6321910093689748,0.5002715304595733,0.4006548195122728,0.4691216261212006,0.47437486796719963,0.3541709616764818,0.4590473781091262,1,0,0,0,0,0,0
A061,M,33,190,86,606,0.81,394,31,87,4892,8,0,1,53,3,0.4243280393302921,0.30597047541464095,0.5540705779964062,0.5386671603642956,0.563467445913326,0.46391825448720264,0.4927934042887608,0,0,0,0,0,0,0
A062,M,18,168,54,379,0.84,387,55,161,4952,6,0,1,24,2,0.6719500401874408,0.5516883520919793,0.7041598864783905,0.7162214105906411,0.700716247432747,0.5939826051592899,0.7094274452412597,1,0,1,1,1,0,1
A063,M,21,186,82,394,0.86,500,36,86,4445,3,1,1,6,4,0.6917010218806899,0.5246404824303854,0.5808354227476077,0.6735567872217202,0.6803801572771978,0.6042117173963659,0.5748362591219981,1,0,0,1,1,1,0
A064,M,35,190,59,589,0.65,506,43,60,4503,8,1,0,28,4,0.40041796749734826,0.5603486696897407,0.34283417491876,0.4318361203506901,0.4690007896547942,0.47369131874426057,0.33724261978394254,0,0,0,0,0,0,0
A065,M,25,176,66,589,0.91,485,46,71,4848,1,0,0,14,2,0.4903319070793591,0.5663940973511797,0.46662358846107765,0.49345815504967994,0.5171357250574694,0.4729493091204213,0.3797820335801664,0,0,0,0,0,0,0
A066,F,25,162,89,519,0.67,441,35,118,4344,7,1,0,36,1,0.6210664577650092,0.5111555057507514,0.4590484137493068,0.5527619291465468,0.5844367064206973,0.4912332392571701,0.47061822987140045,1,0,0,0,0,0,0
A067,M,32,183,77,556,0.79,525,46,162,4694,5,1,0,80,2,0.6342870064468001,0.7171972337976368,0.5521547512907726,0.5266111137774274,0.5507906175179493,0.5611187783483583,0.5138499855902959,1,1,0,0,0,0,0
A068,F,23,180,95,344,0.79,375,38,150,5464,0,0,0,70,6,0.44615606985642375,0.28838734763623375,0.5242320962205305,0.4218970464973654,0.38052340331356654,0.3571485427342751,0.5568303405532613,0,0,0,0,0,0,0
A069,F,19,163,71,427,0.91,575,23,159,4866,2,1,0,9,2,0.7151259544935806,0.6040192249445662,0.6203183367175565,0.6517986358251403,0.6476822300837811,0.6987762665546527,0.5876573838431531,1,1,1,1,1,1,0
A070,M,23,167,70,475,0.81,594,50,154,5086,0,1,1,79,5,0.5262673579315729,0.7664072750413253,0.46540415240317323,0.39211344951914096,0.3874233305141072,0.5236897912984233,0.4479396877254816,0,1,0,0,0,0,0
A071,F,27,179,81,407,0.79,443,42,83,5453,4,0,1,64,1,0.3460982509593434,0.4508986177005576,0.6467817361353716,0.5538448648876788,0.5234363622165253,0.5682044215123266,0.6583097463544606,0,0,1,0,0,0,1
A072,M,35,183,81,337,0.77,440,23,155,4944,4,1,1,17,0,0.658269404228423,0.4198162680947106,0.6365883174484143,0.6699850339803431,0.6477692037827438,0.6161116389092264,0.677777698885352,1,0,1,1,1,1,1
A073,M,21,160,85,376,0.84,401,53,143,4562,7,1,1,63,6,0.7315835382944648,0.5066838477851437,0.7177042837257055,0.7228019636191197,0.7220414143814761,0.5687061891075997,0.7239751869701765,1,0,1,1,1,0,1
A074,M,31,173,80,489,0.63,566,29,82,4454,6,1,1,50,2,0.5073644661172323,0.6025623362419015,0.4176342781839747,0.48577817096828435,0.5081359912761797,0.5730581198403778,0.45173753908302583,0,1,0,0,0,0,0
A075,F,19,167,55,459,0.6,560,48,172,4458,7,0,0,29,1,0.6632893622858287,0.8298802636069115,0.42319367860933266,0.5239343332597257,0.5411190589938567,0.6098772926301527,0.4767053842951069,1,1,0,0,0,1,0
A076,M,24,166,70,402,0.9,386,48,62,4788,6,1,0,60,5,0.5564050387353621,0.37604116568903473,0.749202765698932,0.7224744175802762,0.7172266670644525,0.5650705924056014,0.7280280168281128,0,0,1,1,1,0,1
A077,M,35,189,84,395,0.76,548,44,75,4555,7,0,0,24,2,0.5923200722366759,0.6746299760871433,0.6282819603273431,0.6994032967538959,0.7020936563313953,0.72369122307887,0.6531983484435431,0,1,1,1,1,1,1
A078,F,34,184,63,592,0.71,412,33,106,4996,8,0,1,41,5,0.35186276358625557,0.32349872556111187,0.40685171441311807,0.41109248401933535,0.4294859561350139,0.3959426205345575,0.38150681485529236,0,0,0,0,0,0,0
A079,F,34,166,72,490,0.72,347,27,125,5283,2,1,0,35,6,0.34339576548370687,0.1548685696970508,0.3282987205619706,0.3054259896024403,0.29554290263800864,0.2369725567012435,0.33394253338837837,0,0,0,0,0,0,0
A080,M,30,175,91,411,0.86,564,45,96,5433,4,0,0,10,2,0.4077970134625491,0.656012497312333,0.6303601146548979,0.6018042988996872,0.5728465533783736,0.7169272379201718,0.6186753323002103,0,1,1,1,0,1,1
A081,F,34,170,73,359,0.72,533,46,144,4433,3,0,1,80,3,0.7321509006371414,0.7180116645999328,0.5736413039353858,0.5896450178342796,0.5910846615776755,0.5906938651599972,0.6230978257917474,1,1,0,0,0,0,1
A082,M,24,184,79,597,0.85,387,41,62,4814,4,1,0,19,3,0.43586426592148525,0.35585245372371527,0.45939971553887726,0.4928400155682538,0.5191845416270915,0.3877465404892964,0.3886325753151003,0,0,0,0,0,0,0
A083,M,20,160,59,511,0.74,448,27,120,4822,4,0,0,79,6,0.4810612089422411,0.34232575069885035,0.44207465151798225,0.4106831374191362,0.42233364824350306,0.389192857200819,0.4344450529927073,0,0,0,0,0,0,0
A084,F,25,190,54,453,0.87,528,42,71,4530,6,1,1,75,2,0.6330120293262013,0.6272213646914574,0.7440183955950492,0.7319652912652199,0.7453319735341701,0.7080972910397983,0.7151617905076993,1,1,1,1,1,1,1
A085,M,28,188,91,336,0.62,450,52,151,5385,5,0,0,42,3,0.39532116555411023,0.5670543036401278,0.4821457221509803,0.4534760610030806,0.4138529754507946,0.508304508131176,0.5705445516019676,0,0,0,0,0,0,0
A086,M,23,181,79,517,0.75,498,54,148,4323,6,1,1,7,2,0.7211515573467883,0.7533363353287833,0.4673647984291157,0.5902303646647091,0.6223916476485362,0.5594660089177079,0.4546035109504024,1,1,0,0,1,0,0
A087,F,32,179,56,399,0.75,322,38,120,4986,5,0,0,51,5,0.5005417628569315,0.2353251509105729,0.5504864652567596,0.536136512612335,0.5226466676508688,0.38257385700759006,0.577190060721058,0,0,0,0,0,0,0
A088,F,35,178,55,515,0.68,456,54,139,4591,1,0,0,22,6,0.5460018505049808,0.5933626524211,0.22107814310110938,0.30318013371589775,0.3245300334336478,0.28223645012527315,0.23086075187510463,0,0,0,0,0,0,0
A089,F,18,175,57,352,0.9,465,23,71,5094,8,1,0,16,6,0.49270978928979725,0.2754293122625785,0.764882659636887,0.7617263589362584,0.7361549337268751,0.7130131253502281,0.7604303187927677,0,0,1,1,1,1,1
A090,F,18,180,75,568,0.89,416,54,144,5324,2,0,1,53,1,0.471562869267297,0.5619790395108967,0.5566764863202263,0.4781084870227611,0.47966606362017317,0.4452723876040142,0.4831083427909978,0,0,0,0,0,0,0
A091,M,20,179,67,320,0.74,601,23,168,4979,5,0,0,8,2,0.6424690124188365,0.642879809373995,0.5974943688807477,0.6436359782089737,0.6172090821964845,0.7658105019986164,0.6537443690174665,1,1,0,1,1,1,1
A092,M,24,179,85,398,0.63,469,35,81,5026,2,1,1,22,5,0.3474319671570636,0.4029606833011895,0.3058833968889662,0.3447814684019762,0.3295606777026992,0.3842701508321648,0.37042144039661123,0,0,0,0,0,0,0
A093,F,23,169,75,447,0.67,568,24,78,4882,6,1,0,25,5,0.3878004652542806,0.4809122661735244,0.4127175511283319,0.45819976250834626,0.4568023497093096,0.5782065597759829,0.4483676348088735,0,0,0,0,0,0,0
A094,M,33,183,85,464,0.69,529,47,71,5468,1,0,1,18,2,0.2216394520737482,0.593302702720702,0.3359190447852376,0.319010148785302,0.2975470230677887,0.46426682913550843,0.35963350975623243,0,0,0,0,0,0,0
A095,M,32,177,90,466,0.75,447,45,135,5576,0,0,1,57,1,0.34116762927422567,0.5142411824046664,0.4442411731464939,0.35258842904776044,0.327237703015413,0.40784912770102155,0.44853674185501446,0,0,0,0,0,0,0
A096,M,27,168,53,373,0.71,334,33,171,4775,5,1,1,71,0,0.6826816397693195,0.3589904495070164,0.6388359561742943,0.6284548717143064,0.6188658324094414,0.4706272618761729,0.6867352037734143,1,0,1,1,1,0,1
A097,F,35,160,62,403,0.85,504,30,109,5087,2,0,1,27,2,0.5358038284154129,0.48797971408302754,0.5990845508786701,0.5896968391591739,0.5729274933334778,0.6043845728982699,0.5932003537984889,0,0,0,0,0,1,0
A098,F,23,161,73,576,0.75,484,25,82,4586,2,1,1,19,2,0.49743672917401593,0.435568879986735,0.33424991097884804,0.41005485130339425,0.44180088512462423,0.4056175643434098,0.3017561820286288,0,0,0,0,0,0,0
A099,F,24,190,80,534,0.88,392,26,165,4843,4,1,1,41,4,0.6433929692726175,0.31827564206797687,0.557950863785882,0.5535728394954215,0.5682485502957189,0.43710732829544985,0.4988789577050439,1,0,0,0,0,0,0
A100,F,22,180,71,463,0.92,537,26,158,5576,4,1,0,74,1,0.4879056965117247,0.5284919440297092,0.7556600067296068,0.6144717897412186,0.5886193914680702,0.7085715697440352,0.707833920085745,0,0,1,1,0,1,1
A101,M,25,183,89,471,0.67,339,33,68,4785,7,1,0,43,6,0.3808140457572313,0.17862593255445902,0.4253083191532738,0.4578422812679232,0.464250271414838,0.33521240880140313,0.45293164698099936,0,0,0,0,0,0,0
A102,M,31,178,67,531,0.8,554,32,144,5518,6,0,0,65,0,0.3815356753719627,0.609482172310979,0.6220583243446244,0.5185844586699555,0.5063706942584014,0.6722190402280229,0.5889897626672631,0,1,1,0,0,1,0
A103,F,35,188,83,511,0.87,454,49,76,5212,7,1,0,12,2,0.39909798154189263,0.517124951443449,0.6353882771805098,0.6284859452013031,0.6248901698646186,0.618273907154716,0.587133678782188,0,0,1,1,1,1,0
A104,F,32,175,72,505,0.9,498,48,61,4598,3,1,1,79,2,0.5874593056611316,0.6126518035256917,0.6637580400377978,0.6336370498638115,0.6530410574888214,0.5862427644869301,0.6081351306319769,0,1,1,1,1,0,1
A105,F,24,187,88,471,0.69,377,43,96,4767,4,1,0,21,5,0.45473440413551247,0.3547479818599542,0.3591202560288502,0.4203699721202772,0.4274816370130868,0.3284201713258817,0.3804935838761071,0,0,0,0,0,0,0
A106,M,18,187,86,420,0.83,328,24,120,5354,0,0,1,32,1,0.45825006497641946,0.1764053083523657,0.5364189275511388,0.4920859328728985,0.46772155434763674,0.36635808434171535,0.5310991117223485,0,0,0,0,0,0,0
A107,M,19,180,50,488,0.6,352,42,134,4820,6,1,0,67,6,0.42945397297624,0.32003768779813996,0.3419642050049558,0.348898465302379,0.35678100836348214,0.2684473358666068,0.38577691403524406,0,0,0,0,0,0,0
A108,M,21,184,91,480,0.88,533,32,144,4935,7,0,1,21,0,0.639450904766163,0.6227016449298597,0.7177410050774906,0.72960032837664,0.7316493790301689,0.7597574099774362,0.6767292996654884,1,1,1,1,1,1,1
A109,M,18,179,69,543,0.62,455,49,128,4682,3,1,0,73,0,0.49735122590765884,0.6375058011963375,0.3509606909638785,0.3628463623186464,0.3853210695129604,0.3749799559693696,0.3701287511843281,0,1,0,0,0,0,0
A110,F,26,180,74,503,0.83,369,50,93,4770,8,0,0,78,4,0.5284912467311926,0.4093392532993278,0.6791830963849897,0.6411789481458426,0.6535245044828805,0.5029629773474936,0.6461040832318773,0,0,1,1,1,0,1
A111,F,31,185,55,590,0.92,545,38,173,5227,8,0,1,22,1,0.5587648224398944,0.6717286093901009,0.6792024454782416,0.6492149131453813,0.6582434445282109,0.7318409150380633,0.588901442446562,0,1,1,1,1,1,0
A112,F,23,190,79,482,0.76,382,31,160,4387,3,1,0,63,2,0.7452834315894071,0.40549237002577765,0.508242188125689,0.5463637147353023,0.5701702002577143,0.39494929795355893,0.5040615862754312,1,0,0,0,0,0,0
A113,F,35,166,69,356,0.67,444,36,155,4393,0,1,0,56,3,0.7335597585140027,0.5175460318118607,0.41402973288767014,0.47496954416677517,0.47747123732691377,0.3950121980661621,0.48011459917680555,1,0,0,0,0,0,0
A114,M,20,162,58,559,0.79,408,50,69,5344,3,0,0,25,1,0.28020438893292415,0.4542241983946358,0.4419887324335866,0.41453798843830436,0.41380868748454147,0.40557327660365017,0.4026806222515078,0,0,0,0,0,0,0
A115,F,20,167,67,349,0.8,560,25,162,4415,2,1,0,80,4,0.814972162100127,0.6005252646707049,0.6278358410145344,0.6334505791901747,0.6339216568767954,0.6334558875809657,0.655636844554361,1,1,1,1,1,1,1
A116,M,31,183,89,537,0.81,528,45,136,5265,8,0,1,70,0,0.45034063574555505,0.680899945593332,0.6847358586528501,0.6026143546782909,0.6012944742323031,0.6977433335088019,0.6465356080220506,0,1,1,1,1,1,1
A117,M,18,175,52,330,0.66,402,45,61,5000,0,1,1,57,4,0.38286206033965114,0.3772151866757555,0.40951604804400393,0.39947857950721455,0.373902970427185,0.34633615083821334,0.4874215664972577,0,0,0,0,0,0,0
A118,M,32,167,85,607,0.89,405,35,82,4314,5,0,1,43,2,0.6544513476061266,0.410846494942561,0.5688876104815666,0.6222850402563703,0.6698483278371746,0.46621739454612354,0.4822759886915122,1,0,0,1,1,0,0
A119,F,20,180,55,577,0.8,584,47,163,5373,6,0,1,28,2,0.41934340353023175,0.7634567562606018,0.5002634525561124,0.463795059906556,0.46494209419587995,0.6389383939392309,0.4518102754941873,0,1,0,0,0,1,0
A120,M,32,189,93,443,0.61,536,32,62,5124,1,1,0,13,0,0.2911710487017107,0.5430562375141486,0.2925541500578224,0.3352460295401182,0.3237192043918739,0.46883876618385734,0.34829202632190626,0,0,0,0,0,0,0
A121,M,32,170,87,493,0.82,468,24,144,5570,7,1,1,58,0,0.39683651524488317,0.4122761888222528,0.6912464400645381,0.588008519394546,0.5674074017780391,0.6467809360031602,0.6646369085070001,0,0,1,0,0,1,1
